schema_namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,task_uuid,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,acd8bccd-cbda-4748-9bd1-e186705b72fe,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/556,ae35d45d-55f5-4b87-a06b-3e4a3c560c40,softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,124127a1-0fe7-495f-a01f-a53856b27cbb,3,3,aa7b0557-5f54-4562-8612-2d5d849de729,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,34:58.6,42:39.5,460.930837,software details,T1.Q35,"Please find and highlight the developer of the software near the bolded text on the left, it could be individuals or organizations. (e.g., - Microsoft - R Development Core Team - Neck, R., Hager, M., & Behrens, D.)",T1.Q35.A2,"No, I cannot find the developer information in the article.",e3bb67c0-e587-443e-8c9b-cd73a1ba108c,aa7b0557-5f54-4562-8612-2d5d849de729,"No, I cannot find the developer information in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,acd8bccd-cbda-4748-9bd1-e186705b72fe,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/556,ae35d45d-55f5-4b87-a06b-3e4a3c560c40,softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,124127a1-0fe7-495f-a01f-a53856b27cbb,3,3,b7bb81a1-c1f2-4e17-8e90-45e5d0adfba7,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,34:58.6,42:39.5,460.930837,software details,T1.Q91,(optional) Please leave comments on what might be confusing and suggest ways we might clarify definitions or improve our prompts to better guide contributors' efforts.,T1.Q91.A1,placeholder answer for TEXT,54d12f42-2171-4640-be06-8d25fb8780d7,b7bb81a1-c1f2-4e17-8e90-45e5d0adfba7,,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,303f1532-69e4-433b-84ea-3080b1af4fb0,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/557,e3818273-1573-446f-9d7a-6f80ceaf1bb8,softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,a432a8de-ce1a-45c6-9e80-4f178e9602fe,3,3,124e06d8-ec4a-4074-a40c-f97e34a07543,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,39:02.4,57:31.6,1109.184825,software details,T1.Q1,"Do you think the entity displayed in bold font on the left is properly classified as a specific piece of software? (i.e., not a general class of software)? (We encourage you to search the Internet to verify your answer. For example, you can use the word in bold text + ""software"" as your Google search terms or other search terms of your choice, find relevant information by reading the search results, and then make your judgment.)",T1.Q1.A1,Very likely this is a specific piece of software,955bb115-5511-4dbd-9ba2-685d44431e57,124e06d8-ec4a-4074-a40c-f97e34a07543,Very likely this is a specific piece of software,1,1,4084,4092,DaliLite
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,303f1532-69e4-433b-84ea-3080b1af4fb0,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/557,e3818273-1573-446f-9d7a-6f80ceaf1bb8,softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,a432a8de-ce1a-45c6-9e80-4f178e9602fe,3,3,d5b094a9-d55b-46b8-ab76-2027869a9103,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,39:02.4,57:31.6,1109.184825,software details,T1.Q31,Please find and highlight the name of the software in/near the bolded text in the article on the left:,T1.Q31.A1,"Yes, Iâ€™ve found the name of the software in the article.",15eb0755-71dd-4316-af40-d92b9f39f670,d5b094a9-d55b-46b8-ab76-2027869a9103,"Yes, Iâ€™ve found the name of the software in the article.",1,1,4084,4092,DaliLite
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,303f1532-69e4-433b-84ea-3080b1af4fb0,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/557,e3818273-1573-446f-9d7a-6f80ceaf1bb8,softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,a432a8de-ce1a-45c6-9e80-4f178e9602fe,3,3,e290d25f-7734-43b1-8e59-b04b2879ddba,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,39:02.4,57:31.6,1109.184825,software details,T1.Q32,Please find and highlight the version number of the software near the bolded text on the left (e.g. - v34 - beta 0.3 - version 2.0 - 1.3.2):,T1.Q32.A2,"No, I cannot find the version number in the article.",c1cb0ee4-e9ab-41e2-bac5-4bf16f2aff92,e290d25f-7734-43b1-8e59-b04b2879ddba,"No, I cannot find the version number in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,303f1532-69e4-433b-84ea-3080b1af4fb0,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/557,e3818273-1573-446f-9d7a-6f80ceaf1bb8,softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,a432a8de-ce1a-45c6-9e80-4f178e9602fe,3,3,e853901a-6bb8-4de1-929e-ebc9367a0e42,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,39:02.4,57:31.6,1109.184825,software details,T1.Q33,Please find and highlight the version date of the software near the bolded text on the left (e.g. - May 2012 - 2004-02-11):,T1.Q33.A2,"No, I cannot find the version date in the article.",4a95b55c-e827-469c-848f-e9186dde0aeb,e853901a-6bb8-4de1-929e-ebc9367a0e42,"No, I cannot find the version date in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,303f1532-69e4-433b-84ea-3080b1af4fb0,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/557,e3818273-1573-446f-9d7a-6f80ceaf1bb8,softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,a432a8de-ce1a-45c6-9e80-4f178e9602fe,3,3,b49ae1d1-7c0d-4c1a-b7f2-07aeb39bfd03,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,39:02.4,57:31.6,1109.184825,software details,T1.Q34,Please find and highlight any URL associated with the software near the bolded text on the left (It could be the URL of the software repository or the project landing page. e.g. - http://timat2.sourceforge.net):,T1.Q34.A2,"No, I cannot find any relevant URL in the article.",aa271936-436a-4d00-9492-43213998f9e5,b49ae1d1-7c0d-4c1a-b7f2-07aeb39bfd03,"No, I cannot find any relevant URL in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,303f1532-69e4-433b-84ea-3080b1af4fb0,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/557,e3818273-1573-446f-9d7a-6f80ceaf1bb8,softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,a432a8de-ce1a-45c6-9e80-4f178e9602fe,3,3,7b789f90-8acf-4a47-aaac-b4a41fc51f51,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,39:02.4,57:31.6,1109.184825,software details,T1.Q35,"Please find and highlight the developer of the software near the bolded text on the left, it could be individuals or organizations. (e.g., - Microsoft - R Development Core Team - Neck, R., Hager, M., & Behrens, D.)",T1.Q35.A2,"No, I cannot find the developer information in the article.",e3bb67c0-e587-443e-8c9b-cd73a1ba108c,7b789f90-8acf-4a47-aaac-b4a41fc51f51,"No, I cannot find the developer information in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,303f1532-69e4-433b-84ea-3080b1af4fb0,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/557,e3818273-1573-446f-9d7a-6f80ceaf1bb8,softcite_data/step1_txt/pmc/PMC1636350-10/text.txt.gz,100031,PMC1636350-10,d16a1eab92412444d54cde5efa8c233afc34ced2210a7276c9fdc86b48a4ed90,4351,a432a8de-ce1a-45c6-9e80-4f178e9602fe,3,3,6a8b271f-2ba6-4603-9a5f-616ff28a0d24,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,39:02.4,57:31.6,1109.184825,software details,T1.Q91,(optional) Please leave comments on what might be confusing and suggest ways we might clarify definitions or improve our prompts to better guide contributors' efforts.,T1.Q91.A1,placeholder answer for TEXT,54d12f42-2171-4640-be06-8d25fb8780d7,6a8b271f-2ba6-4603-9a5f-616ff28a0d24,,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,a40b7542-83f9-4905-ba56-c6a8b69efcdb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/558,97726317-2d9e-4450-bb08-99556e0404ee,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,8e01d705-d5cb-4cb1-a50b-3d13b8f32a36,3,3,d4731d75-4a2f-4e80-8f21-8ed99bc68cbd,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,42:39.8,01:08.8,1108.984732,software details,T1.Q1,"Do you think the entity displayed in bold font on the left is properly classified as a specific piece of software? (i.e., not a general class of software)? (We encourage you to search the Internet to verify your answer. For example, you can use the word in bold text + ""software"" as your Google search terms or other search terms of your choice, find relevant information by reading the search results, and then make your judgment.)",T1.Q1.A1,Very likely this is a specific piece of software,955bb115-5511-4dbd-9ba2-685d44431e57,d4731d75-4a2f-4e80-8f21-8ed99bc68cbd,Very likely this is a specific piece of software,1,1,232,239,SABmark
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,a40b7542-83f9-4905-ba56-c6a8b69efcdb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/558,97726317-2d9e-4450-bb08-99556e0404ee,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,8e01d705-d5cb-4cb1-a50b-3d13b8f32a36,3,3,4ce60e72-d2a7-4cf7-a453-af576cb7b90b,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,42:39.8,01:08.8,1108.984732,software details,T1.Q31,Please find and highlight the name of the software in/near the bolded text in the article on the left:,T1.Q31.A1,"Yes, Iâ€™ve found the name of the software in the article.",15eb0755-71dd-4316-af40-d92b9f39f670,4ce60e72-d2a7-4cf7-a453-af576cb7b90b,"Yes, Iâ€™ve found the name of the software in the article.",1,1,232,239,SABmark
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,a40b7542-83f9-4905-ba56-c6a8b69efcdb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/558,97726317-2d9e-4450-bb08-99556e0404ee,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,8e01d705-d5cb-4cb1-a50b-3d13b8f32a36,3,3,45475941-7f20-45df-8e99-25342281369a,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,42:39.8,01:08.8,1108.984732,software details,T1.Q32,Please find and highlight the version number of the software near the bolded text on the left (e.g. - v34 - beta 0.3 - version 2.0 - 1.3.2):,T1.Q32.A2,"No, I cannot find the version number in the article.",c1cb0ee4-e9ab-41e2-bac5-4bf16f2aff92,45475941-7f20-45df-8e99-25342281369a,"No, I cannot find the version number in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,a40b7542-83f9-4905-ba56-c6a8b69efcdb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/558,97726317-2d9e-4450-bb08-99556e0404ee,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,8e01d705-d5cb-4cb1-a50b-3d13b8f32a36,3,3,680c41d7-ad21-4901-9f4d-78b4c60739f3,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,42:39.8,01:08.8,1108.984732,software details,T1.Q33,Please find and highlight the version date of the software near the bolded text on the left (e.g. - May 2012 - 2004-02-11):,T1.Q33.A2,"No, I cannot find the version date in the article.",4a95b55c-e827-469c-848f-e9186dde0aeb,680c41d7-ad21-4901-9f4d-78b4c60739f3,"No, I cannot find the version date in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,a40b7542-83f9-4905-ba56-c6a8b69efcdb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/558,97726317-2d9e-4450-bb08-99556e0404ee,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,8e01d705-d5cb-4cb1-a50b-3d13b8f32a36,3,3,667680ed-0c57-46a7-86ad-01a89ca83fed,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,42:39.8,01:08.8,1108.984732,software details,T1.Q34,Please find and highlight any URL associated with the software near the bolded text on the left (It could be the URL of the software repository or the project landing page. e.g. - http://timat2.sourceforge.net):,T1.Q34.A2,"No, I cannot find any relevant URL in the article.",aa271936-436a-4d00-9492-43213998f9e5,667680ed-0c57-46a7-86ad-01a89ca83fed,"No, I cannot find any relevant URL in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,a40b7542-83f9-4905-ba56-c6a8b69efcdb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/558,97726317-2d9e-4450-bb08-99556e0404ee,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,8e01d705-d5cb-4cb1-a50b-3d13b8f32a36,3,3,6bad97fc-7913-40e3-ae10-9857a292f09c,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,42:39.8,01:08.8,1108.984732,software details,T1.Q35,"Please find and highlight the developer of the software near the bolded text on the left, it could be individuals or organizations. (e.g., - Microsoft - R Development Core Team - Neck, R., Hager, M., & Behrens, D.)",T1.Q35.A2,"No, I cannot find the developer information in the article.",e3bb67c0-e587-443e-8c9b-cd73a1ba108c,6bad97fc-7913-40e3-ae10-9857a292f09c,"No, I cannot find the developer information in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,a40b7542-83f9-4905-ba56-c6a8b69efcdb,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/558,97726317-2d9e-4450-bb08-99556e0404ee,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,8e01d705-d5cb-4cb1-a50b-3d13b8f32a36,3,3,ac68ddb6-ba37-4d61-a34e-71314a758bec,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,42:39.8,01:08.8,1108.984732,software details,T1.Q91,(optional) Please leave comments on what might be confusing and suggest ways we might clarify definitions or improve our prompts to better guide contributors' efforts.,T1.Q91.A1,placeholder answer for TEXT,54d12f42-2171-4640-be06-8d25fb8780d7,ac68ddb6-ba37-4d61-a34e-71314a758bec,,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,337f0cef-1637-4d66-9bee-1013a92ebb04,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/559,9bc16526-cb86-4b5d-9b2c-efdf545d8ef1,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,2c5275f2-540f-498f-ae88-3b79681b4586,3,3,5d4d8480-972c-4962-b3ab-47500026f383,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,01:44.7,05:51.2,246.516873,software details,T1.Q1,"Do you think the entity displayed in bold font on the left is properly classified as a specific piece of software? (i.e., not a general class of software)? (We encourage you to search the Internet to verify your answer. For example, you can use the word in bold text + ""software"" as your Google search terms or other search terms of your choice, find relevant information by reading the search results, and then make your judgment.)",T1.Q1.A1,Very likely this is a specific piece of software,955bb115-5511-4dbd-9ba2-685d44431e57,5d4d8480-972c-4962-b3ab-47500026f383,Very likely this is a specific piece of software,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,337f0cef-1637-4d66-9bee-1013a92ebb04,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/559,9bc16526-cb86-4b5d-9b2c-efdf545d8ef1,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,2c5275f2-540f-498f-ae88-3b79681b4586,3,3,8d206b25-0297-4913-9d7e-e8a734530447,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,01:44.7,05:51.2,246.516873,software details,T1.Q31,Please find and highlight the name of the software in/near the bolded text in the article on the left:,T1.Q31.A1,"Yes, Iâ€™ve found the name of the software in the article.",15eb0755-71dd-4316-af40-d92b9f39f670,8d206b25-0297-4913-9d7e-e8a734530447,"Yes, Iâ€™ve found the name of the software in the article.",1,1,471,478,MUMMALS
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,337f0cef-1637-4d66-9bee-1013a92ebb04,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/559,9bc16526-cb86-4b5d-9b2c-efdf545d8ef1,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,2c5275f2-540f-498f-ae88-3b79681b4586,3,3,f406d6c9-3663-4755-b160-5e8f83752893,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,01:44.7,05:51.2,246.516873,software details,T1.Q32,Please find and highlight the version number of the software near the bolded text on the left (e.g. - v34 - beta 0.3 - version 2.0 - 1.3.2):,T1.Q32.A2,"No, I cannot find the version number in the article.",c1cb0ee4-e9ab-41e2-bac5-4bf16f2aff92,f406d6c9-3663-4755-b160-5e8f83752893,"No, I cannot find the version number in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,337f0cef-1637-4d66-9bee-1013a92ebb04,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/559,9bc16526-cb86-4b5d-9b2c-efdf545d8ef1,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,2c5275f2-540f-498f-ae88-3b79681b4586,3,3,aa250b7f-66e9-432b-b1a0-6c56e49ea916,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,01:44.7,05:51.2,246.516873,software details,T1.Q33,Please find and highlight the version date of the software near the bolded text on the left (e.g. - May 2012 - 2004-02-11):,T1.Q33.A2,"No, I cannot find the version date in the article.",4a95b55c-e827-469c-848f-e9186dde0aeb,aa250b7f-66e9-432b-b1a0-6c56e49ea916,"No, I cannot find the version date in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,337f0cef-1637-4d66-9bee-1013a92ebb04,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/559,9bc16526-cb86-4b5d-9b2c-efdf545d8ef1,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,2c5275f2-540f-498f-ae88-3b79681b4586,3,3,dbc68ec7-f2de-4e17-8a1c-c8513241206c,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,01:44.7,05:51.2,246.516873,software details,T1.Q34,Please find and highlight any URL associated with the software near the bolded text on the left (It could be the URL of the software repository or the project landing page. e.g. - http://timat2.sourceforge.net):,T1.Q34.A2,"No, I cannot find any relevant URL in the article.",aa271936-436a-4d00-9492-43213998f9e5,dbc68ec7-f2de-4e17-8a1c-c8513241206c,"No, I cannot find any relevant URL in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,337f0cef-1637-4d66-9bee-1013a92ebb04,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/559,9bc16526-cb86-4b5d-9b2c-efdf545d8ef1,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,2c5275f2-540f-498f-ae88-3b79681b4586,3,3,9e26cb6d-944f-451d-b663-a5c1571323b6,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,01:44.7,05:51.2,246.516873,software details,T1.Q35,"Please find and highlight the developer of the software near the bolded text on the left, it could be individuals or organizations. (e.g., - Microsoft - R Development Core Team - Neck, R., Hager, M., & Behrens, D.)",T1.Q35.A2,"No, I cannot find the developer information in the article.",e3bb67c0-e587-443e-8c9b-cd73a1ba108c,9e26cb6d-944f-451d-b663-a5c1571323b6,"No, I cannot find the developer information in the article.",0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,337f0cef-1637-4d66-9bee-1013a92ebb04,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/559,9bc16526-cb86-4b5d-9b2c-efdf545d8ef1,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,2c5275f2-540f-498f-ae88-3b79681b4586,3,3,0a37d678-733b-4884-9532-6f1e3c72fbc1,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,01:44.7,05:51.2,246.516873,software details,T1.Q91,(optional) Please leave comments on what might be confusing and suggest ways we might clarify definitions or improve our prompts to better guide contributors' efforts.,T1.Q91.A1,placeholder answer for TEXT,54d12f42-2171-4640-be06-8d25fb8780d7,0a37d678-733b-4884-9532-6f1e3c72fbc1,,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,e239fc79-dd4c-4ea5-b144-a10cf549896d,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/560,87870f5b-418f-4172-9313-90377606ba45,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,ebd5fd83-a6a5-41d3-b130-1c466f9deab7,3,4,d42903e4-ec6c-440e-8fcb-77cc0a34b515,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,01:44.8,07:57.9,373.082887,software details,T1.Q1,"Do you think the entity displayed in bold font on the left is properly classified as a specific piece of software? (i.e., not a general class of software)? (We encourage you to search the Internet to verify your answer. For example, you can use the word in bold text + ""software"" as your Google search terms or other search terms of your choice, find relevant information by reading the search results, and then make your judgment.)",T1.Q1.A1,Very likely this is a specific piece of software,955bb115-5511-4dbd-9ba2-685d44431e57,d42903e4-ec6c-440e-8fcb-77cc0a34b515,Very likely this is a specific piece of software,0,0,,,
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,e239fc79-dd4c-4ea5-b144-a10cf549896d,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/560,87870f5b-418f-4172-9313-90377606ba45,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,ebd5fd83-a6a5-41d3-b130-1c466f9deab7,3,4,41b118c1-c880-4121-ada0-28620cdf73fb,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,01:44.8,07:57.9,373.082887,software details,T1.Q31,Please find and highlight the name of the software in/near the bolded text in the article on the left:,T1.Q31.A1,"Yes, Iâ€™ve found the name of the software in the article.",15eb0755-71dd-4316-af40-d92b9f39f670,41b118c1-c880-4121-ada0-28620cdf73fb,"Yes, Iâ€™ve found the name of the software in the article.",1,1,593,600,MUMMALS
DH_SoftwareDetailsv1.55,f3f615b1cf07befff379a8e76eaecf73b6e4f506e2a475109215944af65522b6,e239fc79-dd4c-4ea5-b144-a10cf549896d,https://howisonlab.tasks.thusly.co/project/SoftwareDetails_v1.55/task/560,87870f5b-418f-4172-9313-90377606ba45,softcite_data/step1_txt/pmc/PMC1636350-12/text.txt.gz,100033,PMC1636350-12,e4e16a314b4e22f4b7561c3a317ac9cba0be229cffe73b92171e2f15a365458a,1513,ebd5fd83-a6a5-41d3-b130-1c466f9deab7,3,4,1fd64585-c2d1-4b54-bd34-cf59c97314a6,523a7ed6-1bb6-452e-a5ad-8178e8cda1a7,01:44.8,07:57.9,373.082887,software details,T1.Q32,Please find and highlight the version number of the software near the bolded text on the left (e.g. - v34 - beta 0.3 - version 2.0 - 1.3.2):,T1.Q32.A2,"No, I cannot find the version number in the article.",c1cb0ee4-e9ab-41e2-bac5-4bf16f2aff92,1fd64585-c2d1-4b54-bd34-cf59c97314a6,"No, I cannot find the version number in the article.",0,0,,,
